apk,apk_Size,Obfuscator,Confidence
1b41f7f3d25b916c42d91e9561afeb6f6a927d3549381aa57ab684728f0e245d.517fb68009b73a3017a779e4dff4e96a.apk,234276,0000010000000000,[[3.4922670e-07 9.9999964e-01]]
1b41f7f3d25b916c42d91e9561afeb6f6a927d3549381aa57ab684728f0e245d.517fb68009b73a3017a779e4dff4e96a.apk,234276,0000001000000000,[[3.4922670e-07 9.9999964e-01]]
1b41f7f3d25b916c42d91e9561afeb6f6a927d3549381aa57ab684728f0e245d.517fb68009b73a3017a779e4dff4e96a.apk,234276,0000000100000000,[[3.4922670e-07 9.9999964e-01]]
1b41f7f3d25b916c42d91e9561afeb6f6a927d3549381aa57ab684728f0e245d.517fb68009b73a3017a779e4dff4e96a.apk,234276,0000000010000000,[[3.4922670e-07 9.9999964e-01]]
1b41f7f3d25b916c42d91e9561afeb6f6a927d3549381aa57ab684728f0e245d.517fb68009b73a3017a779e4dff4e96a.apk,234276,0000000001000000,[[3.4922670e-07 9.9999964e-01]]
1b41f7f3d25b916c42d91e9561afeb6f6a927d3549381aa57ab684728f0e245d.517fb68009b73a3017a779e4dff4e96a.apk,234276,0000000000100000,[[3.4922670e-07 9.9999964e-01]]
1b41f7f3d25b916c42d91e9561afeb6f6a927d3549381aa57ab684728f0e245d.517fb68009b73a3017a779e4dff4e96a.apk,234276,0000000000010000,[[3.4922670e-07 9.9999964e-01]]
1b41f7f3d25b916c42d91e9561afeb6f6a927d3549381aa57ab684728f0e245d.517fb68009b73a3017a779e4dff4e96a.apk,234276,0000000000001000,[[3.4922670e-07 9.9999964e-01]]
1b41f7f3d25b916c42d91e9561afeb6f6a927d3549381aa57ab684728f0e245d.517fb68009b73a3017a779e4dff4e96a.apk,234276,0000000000000100,[[3.4922670e-07 9.9999964e-01]]
1b41f7f3d25b916c42d91e9561afeb6f6a927d3549381aa57ab684728f0e245d.517fb68009b73a3017a779e4dff4e96a.apk,234276,0000000000000010,[[3.4922670e-07 9.9999964e-01]]
1b41f7f3d25b916c42d91e9561afeb6f6a927d3549381aa57ab684728f0e245d.517fb68009b73a3017a779e4dff4e96a.apk,234276,0000000000000001,[[0.30153003 0.69846994]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,1000000000000000,[[5.283349e-04 9.994717e-01]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0100000000000000,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0010000000000000,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0001000000000000,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000100000000000,[[0.02668097 0.973319  ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000010000000000,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000001000000000,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000000100000000,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000000010000000,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000000001000000,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000000000100000,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000000000010000,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000000000001000,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000000000000100,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000000000000010,[[0.00200153 0.9979984 ]]
153de681d7dddd93af1598896237548b85199ab23c69b94dfbf8c412dad3f059.7fd7647c608e1495baaddf2ad5781bc0.apk,396910,0000000000000001,[[0.8772637  0.12273628]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,1000000000000000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0100000000000000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0010000000000000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0001000000000000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000100000000000,[[4.527050e-07 9.999995e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000010000000000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000001000000000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000000100000000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000000010000000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000000001000000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000000000100000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000000000010000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000000000001000,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000000000000100,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000000000000010,[[1.1658146e-06 9.9999881e-01]]
1a76595f4e09d4bc03a5f77bb3b235c6a0974975e21da85e0c767cf84ae096a9.d0ff1e6ec9f0c54f26e692532dec6fb0.apk,94951,0000000000000001,[[0.21922724 0.7807728 ]]
196832fa89fee178a999249e116c3c11.apk,1163671,1000000000000000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0100000000000000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0010000000000000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0001000000000000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000100000000000,[[0.00717545 0.99282455]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000010000000000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000001000000000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000000100000000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000000010000000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000000001000000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000000000100000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000000000010000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000000000001000,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000000000000100,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000000000000010,[[2.4869962e-04 9.9975127e-01]]
196832fa89fee178a999249e116c3c11.apk,1163671,0000000000000001,[[0.01422701 0.985773  ]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,1000000000000000,[[1.2580086e-08 1.0000000e+00]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0100000000000000,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0010000000000000,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000100000000000,[[5.563822e-07 9.999994e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000010000000000,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000001000000000,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000000100000000,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000000010000000,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000000001000000,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000000000100000,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000000000010000,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000000000001000,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000000000000100,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000000000000010,[[2.0909140e-07 9.9999976e-01]]
12ffdca349936e2ef51ae86b8163c863.apk,3114918,0000000000000001,[[0.88534075 0.11465929]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,1000000000000000,[[7.438864e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0100000000000000,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0010000000000000,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0001000000000000,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000100000000000,[[8.6446035e-14 1.0000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000010000000000,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000001000000000,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000000100000000,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000000010000000,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000000001000000,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000000000100000,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000000000010000,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000000000001000,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000000000000100,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000000000000010,[[4.122629e-14 1.000000e+00]]
169f0ef6c02afa971b580dc6bf2b7c7a97f18680fc5da6f613e1ad14366eadb1.apk,144548,0000000000000001,[[0.03069567 0.9693043 ]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,1000000000000000,[[5.1508016e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0100000000000000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0010000000000000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0001000000000000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000100000000000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000010000000000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000001000000000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000000100000000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000000010000000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000000001000000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000000000100000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000000000010000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000000000001000,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000000000000100,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000000000000010,[[4.6494887e-07 9.9999952e-01]]
1976730c45b40423a5eacdcd31cb8fed032c49cebb8a8058b22a196bba012e23.apk,540925,0000000000000001,[[0.08818322 0.91181684]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,1000000000000000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0100000000000000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0010000000000000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0001000000000000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000100000000000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000010000000000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000001000000000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000000100000000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000000010000000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000000001000000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000000000100000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000000000010000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000000000001000,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000000000000100,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000000000000010,[[1.3325578e-18 1.0000000e+00]]
1d1a15a2165b64c58aab7ca38bf82aeb.apk,7960477,0000000000000001,[[0.30153003 0.69846994]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,1000000000000000,[[3.4388377e-05 9.9996567e-01]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0100000000000000,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0010000000000000,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0001000000000000,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0000100000000000,[[0.20247927 0.79752076]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0000010000000000,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0000000100000000,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0000000010000000,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0000000001000000,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0000000000100000,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0000000000010000,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0000000000001000,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0000000000000100,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0000000000000010,[[0.00823098 0.9917691 ]]
1fcdd6d133b92064f33f6726aa37a124.apk,1186569,0000000000000001,[[0.2799336 0.7200664]]
14449ee90f92a4af61cb0af19fb790ebb2183c001c181e43cc49514d804274ed.a22c8ae9896b63c7420dfbfe9e98c903.apk,77674,1000000000000000,[[2.4356476e-08 1.0000000e+00]]
14449ee90f92a4af61cb0af19fb790ebb2183c001c181e43cc49514d804274ed.a22c8ae9896b63c7420dfbfe9e98c903.apk,77674,0100000000000000,[[1.1717278e-08 1.0000000e+00]]
14449ee90f92a4af61cb0af19fb790ebb2183c001c181e43cc49514d804274ed.a22c8ae9896b63c7420dfbfe9e98c903.apk,77674,0010000000000000,[[1.1717278e-08 1.0000000e+00]]
14449ee90f92a4af61cb0af19fb790ebb2183c001c181e43cc49514d804274ed.a22c8ae9896b63c7420dfbfe9e98c903.apk,77674,0001000000000000,[[1.1717278e-08 1.0000000e+00]]
14449ee90f92a4af61cb0af19fb790ebb2183c001c181e43cc49514d804274ed.a22c8ae9896b63c7420dfbfe9e98c903.apk,77674,0000100000000000,[[1.1717278e-08 1.0000000e+00]]
14449ee90f92a4af61cb0af19fb790ebb2183c001c181e43cc49514d804274ed.a22c8ae9896b63c7420dfbfe9e98c903.apk,77674,0000010000000000,[[1.1717278e-08 1.0000000e+00]]
14449ee90f92a4af61cb0af19fb790ebb2183c001c181e43cc49514d804274ed.a22c8ae9896b63c7420dfbfe9e98c903.apk,77674,0000001000000000,[[1.1717278e-08 1.0000000e+00]]
14449ee90f92a4af61cb0af19fb790ebb2183c001c181e43cc49514d804274ed.a22c8ae9896b63c7420dfbfe9e98c903.apk,77674,0000000100000000,[[1.1717278e-08 1.0000000e+00]]
14449ee90f92a4af61cb0af19fb790ebb2183c001c181e43cc49514d804274ed.a22c8ae9896b63c7420dfbfe9e98c903.apk,77674,0000000010000000,[[1.1717278e-08 1.0000000e+00]]
14449ee90f92a4af61cb0af19fb790ebb2183c001c181e43cc49514d804274ed.a22c8ae9896b63c7420dfbfe9e98c903.apk,77674,0000000001000000,[[1.1717278e-08 1.0000000e+00]]
14449ee90f92a4af61cb0af19fb790ebb2183c001c181e43cc49514d804274ed.a22c8ae9896b63c7420dfbfe9e98c903.apk,77674,0000000000100000,[[1.1717278e-08 1.0000000e+00]]
